,Symbol,product_name,Marketcap,sector,Industry,asset_class,close_price,risk_score,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
890,XRAY,DENTSPLY SIRONA Inc.,13335924372.72,Health Care,Medical/Dental Instruments,Large Cap,59.73,24.99,53.14,-43.0,14.84,-4.64,14.85,10.49,23.11,13.85,3.01,-2.25
891,DERM,"Dermira, Inc.",1047685885.575,Health Care,Major Pharmaceuticals,Small Cap,18.71,93.87,,,,,,,,,,
892,DMTK,"DermTech, Inc.",136512993.89,Health Care,Medical Specialities,Micro Cap,14.38,97.16,,,,,,,,,,
893,DXLG,"Destination XL Group, Inc.",63363684.1545,Consumer Services,Clothing/Shoe/Accessory Stores,Micro Cap,1.16,57.49,-41.01,-1.36,-48.24,-23.01,1.1,-16.51,55.71,22.81,-27.85,103.43
894,DSWL,"Deswell Industries, Inc.",47090009.1532,Consumer Non-Durables,Plastic Products,Micro Cap,2.97,29.02,-5.84,14.28,57.9,35.05,-9.32,-13.98,1.15,18.91,-31.05,-17.44
895,DXCM,"DexCom, Inc.",21123882824.52,Health Care,Medical/Dental Instruments,Large Cap,235.45,44.34,82.59,108.75,-3.87,-27.11,48.77,55.46,160.56,45.97,-31.79,69.14
896,DMAC,DiaMedica Therapeutics Inc.,52610245.6,Health Care,Major Pharmaceuticals,Micro Cap,4.2,101.33,,,,,,,,,,
897,DEAC,Diamond Eagle Acquisition Corp.,678500000.0,Finance,Business Services,Small Cap,15.0,,,,,,,,,,,
898,DEACU,Diamond Eagle Acquisition Corp.,518000000.0,Finance,Business Services,Small Cap,16.81,,,,,,,,,,,
900,DHIL,"Diamond Hill Investment Group, Inc.",480719643.9,Finance,Investment Managers,Small Cap,142.25,20.77,0.17,-24.22,1.54,14.55,39.98,20.13,78.8,1.92,9.33,33.0
901,FANG,"Diamondback Energy, Inc.",14366210200.32,Energy,Oil & Gas Production,Large Cap,79.37,38.46,,,,,,,,,,
902,DPHC,DiamondPeak Holdings Corp.,351400000.0,Finance,Business Services,Small Cap,10.04,,,,,,,,,,,
905,DRNA,"Dicerna Pharmaceuticals, Inc.",1461345030.04,Health Care,Major Pharmaceuticals,Small Cap,18.94,51.62,,,,,,,,,,
906,DFFN,Diffusion Pharmaceuticals Inc.,16876251.095,Health Care,Major Pharmaceuticals,Micro Cap,0.44,185.05,-76.88,-88.76,-47.79,-77.4,-69.7,10.0,-84.21,-62.0,-21.88,-71.56
907,DGII,Digi International Inc.,501346372.56,Technology,Computer Communications Equipment,Small Cap,16.02,34.73,75.62,5.65,-30.55,20.83,22.5,-23.35,27.98,-15.14,0.54,21.71
908,DMRC,Digimarc Corporation,434608139.16,Technology,EDP Services,Small Cap,32.16,71.84,131.45,-59.89,20.5,-17.83,34.48,41.95,-5.12,-12.08,-20.39,100.2
909,DRAD,Digirad Corporation,5961842.13,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro Cap,2.81,72.24,-54.39,-76.0,-45.29,-10.09,38.79,24.94,83.2,4.59,-6.67,0.0
911,DGLY,"Digital Ally, Inc.",11458229.517,Technology,Radio And Television Broadcasting And Communications Equipment,Micro Cap,0.97,105.36,-61.94,1.13,-36.9,-33.54,-58.75,66.7,164.08,-27.5,-65.71,-14.63
912,APPS,"Digital Turbine, Inc.",649616938.35,Miscellaneous,Multi-Sector Companies,Small Cap,7.01,58.0,289.62,2.23,163.24,-48.87,-60.06,27.1,-30.13,15.38,124.14,-42.0
913,DCOM,"Dime Community Bancshares, Inc.",722154240.1,Finance,Savings Institutions,Small Cap,19.83,26.32,26.56,-16.39,7.09,18.79,11.19,-0.26,26.37,14.71,-10.06,29.74
914,DIOD,Diodes Incorporated,3008924072.55,Technology,Semiconductors,Mid Cap,54.73,36.43,74.74,12.52,11.69,11.71,-16.65,17.02,35.79,-18.54,-21.08,32.24
915,DRTT,DIRTT Environmental Solutions Ltd.,270590830.5256,Technology,Computer Software: Prepackaged Software,Micro Cap,2.73,55.72,,,,,,,,,,
916,DISCA,"Discovery, Inc.",17036010268.26,Consumer Services,Television Services,Large Cap,30.2,29.69,32.34,10.55,-18.35,2.74,-22.55,-25.44,42.44,54.94,-1.75,35.96
917,DISCB,"Discovery, Inc.",19320190960.4724,Consumer Services,Television Services,Large Cap,36.4,60.81,8.24,35.08,-14.92,7.84,-26.99,-19.48,44.55,50.35,-3.71,38.78
918,DISCK,"Discovery, Inc.",16011643323.36,Consumer Services,Television Services,Large Cap,28.54,27.84,32.11,9.02,-20.95,6.19,-25.21,-19.58,43.35,55.17,2.75,38.35
919,DISH,DISH Network Corporation,19250956360.74,Consumer Services,Television Services,Large Cap,36.75,31.94,42.05,-47.71,-17.57,1.31,-21.55,25.85,59.12,31.36,57.16,-5.34
920,DHC,Diversified Healthcare Trust ,1991214939.69,Consumer Services,Real Estate Investment Trusts,Small Cap,7.91,,18.46,-17.59,46.31,46.8,50.05,136.78,52.63,-16.18,-45.6,403089.99
923,SAUC,"Diversified Restaurant Holdings, Inc.",34823747.2,Consumer Services,Restaurants,Micro Cap,1.04,110.73,7.22,-39.37,14.29,-37.78,-56.4,8.18,19.25,-18.37,-6.67,-2.78
924,DLHC,DLH Holdings Corp.,57251886.89,Technology,Professional Services,Micro Cap,4.85,47.42,-9.89,-24.51,3.7,41.43,108.96,31.37,115.49,-62.43,270.59,-36.25
925,BOOM,DMC Global Inc.,644706003.04,Capital Goods,Industrial Specialties,Small Cap,41.85,61.69,28.78,40.52,58.86,128.64,-55.74,-25.68,57.68,-29.05,-11.66,13.62
926,DOCU,"DocuSign, Inc.",13015879563.48,Technology,Computer Software: Prepackaged Software,Large Cap,72.77,41.94,,,,,,,,,,
927,DOGZ,Dogness (International) Corporation,30583267.3062,Consumer Durables,Miscellaneous manufacturing industries,Micro Cap,1.23,68.79,,,,,,,,,,
928,DLTR,"Dollar Tree, Inc.",21666434114.3,Consumer Services,Department/Specialty Retail Stores,Large Cap,88.4,28.19,4.13,-15.83,39.04,-0.05,9.72,24.74,39.1,-2.39,48.2,74.16
929,DLPN,"Dolphin Entertainment, Inc.",11792196.88,Consumer Services,Other Consumer Services,Micro Cap,0.64,79.83,-9.09,-78.61,-70.0,50.0,400.0,-33.33,20.0,-37.5,-20.0,-47.37
931,DOMO,"Domo, Inc.",671846053.37,Technology,Computer Software: Prepackaged Software,Small Cap,24.59,73.38,10.65,990.56,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0
932,DGICA,"Donegal Group, Inc.",413613229.26,Finance,Property-Casualty Insurers,Small Cap,14.08,19.97,13.15,-17.92,2.46,28.72,-8.7,4.05,17.25,2.68,1.49,-3.63
933,DGICB,"Donegal Group, Inc.",370014608.7,Finance,Property-Casualty Insurers,Small Cap,12.55,44.89,12.42,-19.62,-1.03,-0.76,-21.34,-7.31,34.15,12.32,-4.36,7.31
934,DMLP,"Dorchester Minerals, L.P.",714403344.4,Energy,Oil & Gas Production,Small Cap,17.17,29.31,48.52,6.12,-6.93,89.39,-59.1,7.31,37.62,-3.07,-12.28,37.59
935,DORM,"Dorman Products, Inc.",2548533739.75,Capital Goods,Auto Parts:O.E.M.,Mid Cap,74.06,33.23,-15.89,47.24,-16.32,53.91,-1.66,-13.87,58.57,100.04,1.9,131.27
936,DOYU,DouYu International Holdings Limited,631417220.7,Technology,"Computer Software: Programming, Data Processing",Small Cap,7.6,,,,,,,,,,,
937,LYL,Dragon Victory International Limited,14634230.8509,Finance,Finance/Investors Services,Micro Cap,1.18,90.6,,,,,,,,,,
938,DBX,"Dropbox, Inc.",7484120387.92,Technology,Computer Software: Prepackaged Software,Mid Cap,16.95,35.11,,,,,,,,,,
939,DCAR,"DropCar, Inc.",3899406.72,Consumer Services,Telecommunications Equipment,Micro Cap,0.9,131.22,-30.16,-94.85,-19.69,-8.63,-77.44,-87.72,-16.48,-76.79,-38.46,-3.53
940,DSPG,"DSP Group, Inc.",365535689.26,Technology,Semiconductors,Small Cap,15.3,25.4,40.54,-10.4,-4.21,38.24,-13.16,11.95,68.58,10.56,-36.0,44.58
941,DLTH,Duluth Holdings Inc.,305408022.24,Consumer Services,Clothing/Shoe/Accessory Stores,Small Cap,8.51,59.81,,,,,,,,,,
942,DNKN,"Dunkin&#39; Brands Group, Inc.",6510623977.69,Consumer Services,Restaurants,Mid Cap,77.37,17.71,,,,,,,,,,
943,DRRX,DURECT Corporation,482829069.29,Health Care,Major Pharmaceuticals,Small Cap,1.98,97.64,691.67,-47.83,-31.34,-39.37,179.75,-54.34,88.04,-22.03,-65.8,39.68
944,DXPE,"DXP Enterprises, Inc.",690928229.75,Capital Goods,Industrial Machinery/Components,Small Cap,36.06,48.2,43.0,-5.85,-14.88,52.37,-54.88,-56.14,134.77,52.39,34.17,83.63
945,DYAI,"Dyadic International, Inc.",158652705.31,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,6.25,66.54,174.07,35.97,-16.27,-8.29,92.55,-37.33,-20.63,94.85,-54.46,-9.75
946,DYNT,Dynatronics Corporation,8275567.6728,Health Care,Medical/Dental Instruments,Micro Cap,0.88,72.7,-69.6,-5.21,22.55,-20.61,-23.91,-6.27,45.61,-16.18,7.94,-26.74
947,DVAX,Dynavax Technologies Corporation,505706667.57,Health Care,Major Pharmaceuticals,Small Cap,5.29,67.58,-37.49,-51.07,373.42,-83.65,43.3,-13.98,-31.23,-14.16,3.75,125.35
948,ETFC,E*TRADE Financial Corporation,10559307763.8,Finance,Savings Institutions,Large Cap,44.34,33.1,4.7,-11.22,43.06,16.9,22.18,23.52,119.44,12.44,-50.25,-9.09
949,SSP,E.W. Scripps Company (The),1325381082.48,Consumer Services,Broadcasting,Small Cap,13.75,43.65,1.12,1.97,-19.14,1.74,-0.12,2.9,100.93,34.96,-21.08,45.83
950,EBMT,"Eagle Bancorp Montana, Inc.",153425047.5,Finance,Major Banks,Micro Cap,21.65,20.28,32.4,-19.7,1.02,74.76,15.79,2.99,8.61,8.06,-6.62,32.6
951,EGBN,"Eagle Bancorp, Inc.",1533475694.66,Finance,Major Banks,Small Cap,44.77,38.62,0.76,-15.87,-5.0,20.76,42.09,15.96,68.72,37.35,0.76,37.82
952,EGLE,Eagle Bulk Shipping Inc.,325654494.75,Transportation,Marine Transportation,Small Cap,3.75,50.19,-0.22,2.9,-23.42,-91.69,-76.01,-82.44,206.0,-60.11,-81.12,0.61
953,EGRX,"Eagle Pharmaceuticals, Inc.",806189012.84,Health Care,Major Pharmaceuticals,Small Cap,56.29,36.63,,,,,,,,,,
954,EWBC,"East West Bancorp, Inc.",7001668510.8,Finance,Major Banks,Mid Cap,47.41,32.65,14.34,-27.44,21.38,25.04,9.51,13.01,66.33,10.81,1.86,24.02
955,EML,Eastern Company (The),193387827.0,Capital Goods,Industrial Machinery/Components,Micro Cap,27.91,38.93,28.4,-6.06,27.4,13.99,12.77,10.23,3.19,-19.02,14.25,36.24
956,EAST,"Eastside Distilling, Inc.",30476338.2,Consumer Non-Durables,Beverages (Production/Distribution),Micro Cap,3.15,58.75,,,,,,,,,,
957,EVGBC,Eaton Vance NextShares Trust,62537500.0,,,Micro Cap,100.06,0.19,,,,,,,,,,
958,EVSTC,Eaton Vance NextShares Trust,45009000.0,,,Micro Cap,100.02,1.19,,,,,,,,,,
959,EVLMC,Eaton Vance NextShares Trust II,70028000.0,,,Micro Cap,100.04,0.15,,,,,,,,,,
960,EBAY,eBay Inc.,29140467434.28,Miscellaneous,Business Services,Large Cap,35.48,21.53,30.59,-25.62,27.11,8.04,16.34,2.28,7.59,68.15,8.98,18.27
962,EBIX,"Ebix, Inc.",1072224522.48,Technology,EDP Services,Small Cap,34.35,44.58,-20.95,-46.06,39.59,75.1,94.85,17.75,-8.35,-26.37,-6.41,45.42
963,ECHO,"Echo Global Logistics, Inc.",635423945.04,Transportation,Oil Refining/Marketing,Small Cap,21.01,34.62,1.82,-27.39,11.78,22.85,-30.17,35.94,19.53,11.27,34.14,-5.12
964,SATS,EchoStar Corporation,4196497172.56,Technology,Radio And Television Broadcasting And Communications Equipment,Mid Cap,41.39,27.01,45.55,-38.7,16.56,31.4,-25.5,5.59,45.3,63.42,-16.14,23.98
965,MOHO,ECMOHO Limited,31281250.0,Consumer Services,Catalog/Specialty Distribution,Micro Cap,7.154,,,,,,,,,,,
966,EDAP,EDAP TMS S.A.,120305865.4,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro Cap,4.06,68.43,139.46,-35.54,-12.5,-20.58,77.25,-21.02,44.61,20.71,-70.04,105.09
967,EDSA,"Edesa Biotech, Inc.",31715789.22,Health Care,Major Pharmaceuticals,Micro Cap,3.15,125.94,-24.91,-83.95,-60.1,-68.72,-44.05,-34.09,506.9,-25.64,-72.73,0.0
968,EDNT,"Edison Nation, Inc.",14485750.058,Consumer Non-Durables,Recreational Products/Toys,Micro Cap,2.39,85.5,,,,,,,,,,
969,EDIT,"Editas Medicine, Inc.",1571920396.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,27.97,50.16,,,,,,,,,,
970,EDTX,EdtechX Holdings Acquisition Corp.,81039062.5,Finance,Business Services,Micro Cap,10.25,4.44,,,,,,,,,,
971,EDTXU,EdtechX Holdings Acquisition Corp.,86533906.25,Finance,Business Services,Micro Cap,10.95,4.44,,,,,,,,,,
973,EDUC,Educational Development Corporation,49054066.7607,Consumer Durables,Consumer Specialties,Micro Cap,5.67,37.94,-24.85,-8.3,90.45,-4.11,154.37,83.67,-2.24,-4.63,-13.24,35.16
974,EGAN,eGain Corporation,240645026.92,Technology,Computer Software: Prepackaged Software,Micro Cap,7.31,58.16,20.55,25.14,150.0,-50.7,-17.76,-49.41,127.56,-34.88,411.85,29.81
975,EH,EHang Holdings Limited,42272000.0,Transportation,Air Freight/Delivery Services,Micro Cap,11.81,,,,,,,,,,,
976,EHTH,"eHealth, Inc.",2236136548.38,Finance,Specialty Insurers,Mid Cap,121.96,65.31,150.08,121.19,63.1,6.71,-59.95,-46.4,69.18,86.94,3.59,-13.63
977,EIDX,"Eidos Therapeutics, Inc.",2076935067.69,Health Care,Major Pharmaceuticals,Mid Cap,54.24,67.45,,,,,,,,,,
978,EIGR,"Eiger BioPharmaceuticals, Inc.",345135212.23,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,12.91,48.02,,,,,,,,,,
979,EKSO,"Ekso Bionics Holdings, Inc.",31413236.995,Capital Goods,Industrial Machinery/Components,Micro Cap,0.363,81.23,,,,,,,,,,
980,LOCO,"El Pollo Loco Holdings, Inc.",518707890.28,Consumer Services,Restaurants,Small Cap,14.48,44.31,,,,,,,,,,
981,ESLT,Elbit Systems Ltd.,6921968024.22,Capital Goods,Military/Government/Technical,Mid Cap,155.47,20.71,37.62,-12.89,32.65,18.18,48.83,2.17,56.74,1.37,-18.42,-15.5
982,ERI,"Eldorado Resorts, Inc.",4770381191.34,Consumer Services,Hotels/Resorts,Mid Cap,57.95,35.31,64.71,9.23,95.58,54.09,171.6,19185.72,0.0,0.0,-54.35,206.67
983,SOLO,Electrameccanica Vehicles Corp. Ltd.,85213560.2,Capital Goods,Auto Manufacturing,Micro Cap,2.18,137.55,,,,,,,,,,
985,ECOR,"electroCore, Inc.",40729918.92,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro Cap,1.24,127.7,,,,,,,,,,
986,EA,Electronic Arts Inc.,32973178645.09,Technology,Computer Software: Prepackaged Software,Large Cap,110.56,35.57,36.24,-24.89,33.39,14.61,46.15,104.97,57.99,-29.51,25.76,-7.72
987,ELSE,"Electro-Sensors, Inc.",12306726.3124,Capital Goods,Industrial Machinery/Components,Micro Cap,3.63,33.16,6.76,-16.05,17.05,-3.35,-8.44,-2.49,8.45,-0.21,-8.68,25.12
988,ESBK,Elmira Savings Bank NY (The),57288358.75,Finance,Major Banks,Micro Cap,16.05,26.62,-8.33,-10.7,4.55,7.8,-9.45,-4.87,26.78,52.62,3.78,14.66
989,ELOX,"Eloxx Pharmaceuticals, Inc.",178811863.38,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Micro Cap,4.06,111.86,-38.72,50.13,185.71,-65.0,-51.22,-86.36,-62.44,-38.46,-7.14,-15.15
990,ELTK,Eltek Ltd.,16031725.98,Technology,Electrical Products,Micro Cap,4.01,181.89,69.81,-48.04,3.29,-37.8,8.55,-51.25,118.18,-15.38,-14.47,34.51
991,EMCF,Emclaire Financial Corp,86763590.8,Finance,Major Banks,Micro Cap,31.58,38.68,11.24,3.37,7.77,27.12,-0.18,2.99,24.68,35.71,1.53,22.34
992,EMKR,EMCORE Corporation,99143645.79,Technology,Semiconductors,Micro Cap,3.51,34.53,-27.62,-34.88,-25.86,84.67,15.66,3.52,19.07,25.0,-21.1,1.87
993,EMMS,Emmis Communications Corporation,49484914.6046,Consumer Services,Broadcasting,Micro Cap,3.83,39.02,26.33,-9.38,3.83,32.42,-65.78,-30.48,36.55,198.48,-13.16,-35.04
994,ENTA,"Enanta Pharmaceuticals, Inc.",1142895759.7,Health Care,Major Pharmaceuticals,Small Cap,53.35,40.54,,,,,,,,,,
995,ECPG,Encore Capital Group Inc,1146689825.32,Finance,Finance Companies,Small Cap,35.45,40.77,50.47,-44.18,46.95,-1.48,-34.5,-11.66,64.14,44.03,-9.34,34.77
996,WIRE,Encore Wire Corporation,1243253135.88,Capital Goods,Metal Fabrications,Small Cap,56.51,26.29,14.55,3.31,12.43,17.13,-0.48,-30.96,79.3,17.36,3.62,19.5
997,ENDP,Endo International plc,1347544596.4,Health Care,Major Pharmaceuticals,Small Cap,5.82,97.21,-35.75,-5.81,-52.94,-73.1,-15.11,6.91,157.19,-24.04,-3.3,74.03
998,ELGX,"Endologix, Inc.",36422402.1,Health Care,Medical/Dental Instruments,Micro Cap,1.55,72.02,-78.06,-86.54,-6.47,-42.22,-35.25,-12.33,22.47,24.04,60.56,35.42
999,NDRA,ENDRA Life Sciences Inc.,15219881.25,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro Cap,1.66,118.58,,,,,,,,,,
1001,EIGI,"Endurance International Group Holdings, Inc.",753985760.3,Technology,Computer Software: Prepackaged Software,Small Cap,4.55,58.31,,,,,,,,,,
1002,WATT,Energous Corporation,62370166.32,Technology,Radio And Television Broadcasting And Communications Equipment,Micro Cap,1.7,72.28,,,,,,,,,,
1003,EFOI,"Energy Focus, Inc.",7633545.512999999,Consumer Durables,Building Products,Micro Cap,0.57,143.54,-24.19,-74.69,-42.35,-69.09,178.9,4.89,193.75,-20.0,-78.95,48.44
1004,ERII,"Energy Recovery, Inc.",572651374.92,Technology,Industrial Machinery/Components,Small Cap,10.17,39.46,45.47,-23.09,-15.46,46.39,34.16,-5.05,63.24,31.78,-29.51,-46.8
1005,ENG,ENGlobal Corporation,27271075.1448,Consumer Services,Military/Government/Technical,Micro Cap,0.97,73.41,71.93,-34.48,-63.6,146.39,-48.95,35.71,174.51,-75.83,-43.28,18.85
1006,ENLV,Enlivex Therapeutics Ltd.,92263076.92799999,Health Care,Major Pharmaceuticals,Micro Cap,8.51,121.79,,,,,,,,,,
1007,ENOB,"Enochian Biosciences, Inc.",240161665.56,Health Care,Major Pharmaceuticals,Micro Cap,5.28,85.84,,,,,,,,,,
1008,ENPH,"Enphase Energy, Inc.",3855151912.5,Technology,Semiconductors,Mid Cap,29.95,73.09,,,,,,,,,,
1009,ESGR,Enstar Group Limited,4427221786.5,Finance,Property-Casualty Insurers,Mid Cap,200.83,18.81,23.45,-16.53,1.54,31.76,-1.86,10.06,24.05,14.03,16.1,15.83
1010,ESGRO,Enstar Group Limited,121836.0,Finance,Property-Casualty Insurers,Micro Cap,27.61,7.39,,,,,,,,,,
1011,ESGRP,Enstar Group Limited,458080.0,Finance,Property-Casualty Insurers,Micro Cap,28.548,9.2,,,,,,,,,,
1012,ETTX,Entasis Therapeutics Holdings Inc.,63799502.4,Health Care,Major Pharmaceuticals,Micro Cap,4.8,58.49,,,,,,,,,,
1013,ENTG,"Entegris, Inc.",7583986724.78,Consumer Non-Durables,Plastic Products,Mid Cap,53.68,28.45,80.84,-7.55,70.48,34.89,0.45,13.98,26.25,5.15,16.87,41.48
1014,ENTX,Entera Bio Ltd.,50914349.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,3.039,92.53,,,,,,,,,,
1016,EBTC,Enterprise Bancorp Inc,382381681.12,Finance,Major Banks,Small Cap,32.28,32.12,7.6,-3.93,-7.87,67.94,-7.41,22.19,31.51,18.63,8.23,28.65
1017,EFSC,Enterprise Financial Services Corporation,1285107057.04,Finance,Major Banks,Small Cap,44.91,22.78,29.99,-15.86,6.1,53.67,45.29,-2.26,58.27,-10.12,43.78,38.77
1018,EVSI,"Envision Solar International, Inc.",32818273.7732,Technology,Semiconductors,Micro Cap,6.19,75.36,-52.21,30.0,4.17,10.77,-7.14,-22.22,5.88,-26.41,-45.0,0.0
1020,EPZM,"Epizyme, Inc.",2611629072.48,Health Care,Major Pharmaceuticals,Mid Cap,21.36,64.34,,,,,,,,,,
1021,PLUS,ePlus inc.,1165536787.5,Technology,Retail: Computer Software & Peripheral Equipment,Small Cap,84.05,42.83,18.43,-5.36,30.56,23.53,23.21,33.16,37.49,55.31,19.63,43.19
1022,EPSN,Epsilon Energy Ltd.,82497713.1625,Energy,Oil & Gas Production,Micro Cap,2.9,51.18,-24.49,89.18,7.44,26.47,-52.51,15.11,-18.59,37.91,-5.46,5.02
1023,EQ,"Equillium, Inc.",80278210.32,Health Care,Major Pharmaceuticals,Micro Cap,5.05,92.18,-58.58,1175.0,753.33,25.0,0.0,-87.5,-14.29,-22.22,-82.69,-55.93
1024,EQIX,"Equinix, Inc.",50143969092.0,Consumer Services,Real Estate Investment Trusts,Large Cap,593.95,20.4,68.86,-20.41,29.2,20.69,42.3,32.79,-13.94,103.35,24.78,-23.45
1025,EQBK,"Equity Bancshares, Inc.",436870701.36,Finance,Major Banks,Small Cap,28.25,31.75,,,,,,,,,,
1026,ERIC,Ericsson,2936670178.37,Technology,Radio And Television Broadcasting And Communications Equipment,Mid Cap,8.25,28.55,0.17,35.45,16.58,-33.79,-15.5,2.46,25.56,3.79,-9.7,27.77
1027,ERIE,Erie Indemnity Company,8862609727.32,Finance,Specialty Insurers,Mid Cap,166.95,28.65,27.08,12.54,11.23,20.24,9.58,28.5,8.13,-5.2,23.0,72.96
1028,ERYP,Erytech Pharma S.A.,13197106.025,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,7.154,61.01,,,,,,,,,,
1029,ESCA,"Escalade, Incorporated",127957408.8,Consumer Non-Durables,Recreational Products/Toys,Micro Cap,8.94,31.6,-10.18,-3.28,-3.34,3.27,-9.64,31.81,136.12,24.38,-26.37,162.4
1030,ESPR,"Esperion Therapeutics, Inc.",1569413098.87,Health Care,Major Pharmaceuticals,Small Cap,51.29,45.52,,,,,,,,,,
1031,ESQ,"Esquire Financial Holdings, Inc.",186731749.2,Finance,Commercial Banks,Micro Cap,23.26,32.46,,,,,,,,,,
1032,ESSA,"ESSA Bancorp, Inc.",194083798.14,Finance,Banks,Micro Cap,17.18,17.62,11.37,2.02,2.07,17.85,17.23,6.42,8.14,6.1,-19.38,14.82
1033,EPIX,ESSA Pharma Inc.,118968403.02,Health Care,Major Pharmaceuticals,Micro Cap,5.75,92.11,,,,,,,,,,
1034,ESTA,Establishment Labs Holdings Inc.,564660061.33,Health Care,Industrial Specialties,Small Cap,26.22,41.8,,,,,,,,,,
1035,ESTR,"Estre Ambiental, Inc.",16482127.704000002,Public Utilities,Environmental Services,Micro Cap,0.26,165.65,,,,,,,,,,
1037,VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,436278000.0,,,Small Cap,51.06,3.31,,,,,,,,,,
1038,VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,513000000.0,,,Small Cap,32.57,13.61,,,,,,,,,,
1040,ETON,"Eton Pharmaceuticals, Inc.",127143172.38,Health Care,Major Pharmaceuticals,Micro Cap,6.39,51.16,17.65,82.14,-95.2,0.0,1562.71,0.0,33.65,6.42,-41.39,1.41
1041,ETSY,"Etsy, Inc.",6095058522.24,Miscellaneous,Business Services,Mid Cap,49.32,48.29,,,,,,,,,,
1042,CLWT,Euro Tech Holdings Company Limited,7453799.83,Consumer Durables,Diversified Electronic Products,Micro Cap,2.61,104.7,-20.7,-13.9,-6.76,22.84,12.45,-49.71,38.11,46.25,-62.9,-41.78
1043,EDRY,EuroDry Ltd.,15873943.0,Consumer Services,Marine Transportation,Micro Cap,6.49,49.74,,,,,,,,,,
1044,EEFT,"Euronet Worldwide, Inc.",8877306339.21,Finance,Investment Bankers/Brokers/Service,Mid Cap,162.98,23.07,53.9,21.49,16.35,0.0,31.93,14.73,102.75,27.71,5.96,-20.55
1045,ESEA,Euroseas Ltd.,22614814.8135,Transportation,Marine Transportation,Micro Cap,3.25,78.76,-27.32,-58.82,0.59,-33.73,-66.45,-47.59,66.03,-58.0,-31.39,-0.1
1046,EVLO,"Evelo Biosciences, Inc.",139252497.86,Health Care,Major Pharmaceuticals,Micro Cap,6.78,73.83,,,,,,,,,,
1047,EVBG,"Everbridge, Inc.",2980317866.4,Technology,Computer Software: Prepackaged Software,Mid Cap,89.29,41.84,,,,,,,,,,
1048,EVK,"Ever-Glory International Group, Inc.",20112645.075999998,Consumer Non-Durables,Apparel,Micro Cap,1.33,71.71,-61.9,69.79,14.63,-14.58,-60.0,20.24,143.41,7.89,-9.95,-26.99
1049,EVER,"EverQuote, Inc.",839026975.2,Technology,"Computer Software: Programming, Data Processing",Small Cap,37.78,71.73,,,,,,,,,,
1050,MRAM,"Everspin Technologies, Inc.",88530084.72,Technology,Semiconductors,Micro Cap,4.81,59.22,,,,,,,,,,
1051,EVOP,"EVO Payments, Inc.",2328755016.98,Miscellaneous,Business Services,Mid Cap,27.8,28.03,,,,,,,,,,
1052,EVFM,"Evofem Biosciences, Inc.",276183737.7,Health Care,Major Pharmaceuticals,Micro Cap,5.2,75.38,,,,,,,,,,
